,tournament_id,tournament_name,tournament_level,tournament_date,surface,draw_size
138716,WTA_2016-1051,Stuttgart,P,2016-04-18,Clay,32
159344,WTA_2024-1051,Stuttgart,P,2024-04-15,Clay,32
141592,WTA_2017-1051,Stuttgart,P,2017-04-24,Clay,32
111598,WTA_2006-W-T2-AUS-01A-2006,Sydney,T2,2006-01-09,Hard,28
122991,WTA_2010-W-PR-AUS-01A-2010,Sydney,P,2010-01-11,Hard,30
108753,WTA_2005-W-T2-AUS-01A-2005,Sydney,T2,2005-01-10,Hard,28
131341,WTA_2013-W-PR-AUS-02A-2013,Sydney,P,2013-01-07,Hard,30
145516,WTA_2018-M001,Sydney,P,2018-01-08,Hard,32
128634,WTA_2012-W-PR-AUS-02A-2012,Sydney,P,2012-01-09,Hard,30
139840,WTA_2016-M001,Sydney,P,2016-01-11,Hard,32
114407,WTA_2007-W-T2-AUS-01A-2007,Sydney,T2,2007-01-08,Hard,28
94118,WTA_2000-W-T2-AUS-01A-2000,Sydney,T2,2000-01-07,Hard,28
117227,WTA_2008-W-T2-AUS-01A-2008,Sydney,T2,2008-01-07,Hard,28
153189,WTA_2022-2060,Sydney,P,2022-01-10,Hard,30
137236,WTA_2015-W-PR-AUS-02A-2015,Sydney,P,2015-01-12,Hard,30
100108,WTA_2002-W-T2-AUS-01A-2002,Sydney,T2,2002-01-06,Hard,28
120170,WTA_2009-W-PR-AUS-01A-2009,Sydney,P,2009-01-12,Hard,32
142747,WTA_2017-M001,Sydney,I,2017-01-09,Hard,32
103204,WTA_2003-W-T2-AUS-01A-2003,Sydney,T2,2003-01-06,Hard,28
134100,WTA_2014-W-PR-AUS-02A-2014,Sydney,P,2014-01-06,Hard,30
106053,WTA_2004-W-T2-AUS-01A-2004,Sydney,T2,2004-01-12,Hard,28
97009,WTA_2001-W-T2-AUS-01A-2001,Sydney,T2,2001-01-07,Hard,28
148299,WTA_2019-M001,Sydney,P,2019-01-07,Hard,32
125748,WTA_2011-W-PR-AUS-01A-2011,Sydney,P,2011-01-10,Hard,30
142115,WTA_2017-1096,Taipei,I,2017-01-30,Hard,32
144884,WTA_2018-1096,Taipei,I,2018-01-29,Hard,32
155219,WTA_2022-2073,Tallinn,I,2022-09-26,Hard,32
138320,WTA_2016-0825,Tashkent,I,2016-09-26,Hard,32
130969,WTA_2013-W-INT-UZB-01A-2013,Tashkent,I,2013-09-09,Hard,32
95135,WTA_2000-W-T4A-UZB-01A-2000,Tashkent,T4,2000-06-12,Hard,32
122652,WTA_2010-W-INT-UZB-01A-2010,Tashkent,I,2010-09-20,Hard,32
115767,WTA_2007-W-T4-UZB-01A-2007,Tashkent,T4,2007-10-01,Hard,32
136350,WTA_2015-W-INT-UZB-01A-2015,Tashkent,I,2015-09-28,Hard,32
119831,WTA_2009-W-INT-UZB-01A-2009,Tashkent,I,2009-09-21,Hard,32
112989,WTA_2006-W-T4-UZB-01A-2006,Tashkent,T4,2006-10-02,Hard,32
125405,WTA_2011-W-INT-UZB-01A-2011,Tashkent,I,2011-09-12,Hard,32
104368,WTA_2003-W-T4-UZB-01A-2003,Tashkent,T4,2003-10-06,Hard,32
141224,WTA_2017-0825,Tashkent,I,2017-09-25,Hard,32
107159,WTA_2004-W-T4-UZB-01A-2004,Tashkent,T4,2004-10-11,Hard,32
98233,WTA_2001-W-T4-UZB-01A-2001,Tashkent,T4,2001-06-11,Hard,32
133728,WTA_2014-W-INT-UZB-01A-2014,Tashkent,I,2014-09-08,Hard,32
144058,WTA_2018-0825,Tashkent,I,2018-09-24,Hard,32
101404,WTA_2002-W-T4-UZB-01A-2002,Tashkent,T4,2002-06-10,Hard,32
110140,WTA_2005-W-T4-UZB-01A-2005,Tashkent,T4,2005-10-03,Hard,32
146813,WTA_2019-0825,Tashkent,I,2019-09-23,Hard,32
118558,WTA_2008-W-T4-UZB-01A-2008,Tashkent,T4,2008-09-29,Hard,32
128196,WTA_2012-W-INT-UZB-01A-2012,Tashkent,I,2012-09-10,Hard,32
152873,WTA_2021-2049,Tenerife,I,2021-10-18,Hard,32
147352,WTA_2019-1076,Tianjin,I,2019-10-07,Hard,32
139011,WTA_2016-1076,Tianjin,I,2016-10-10,Hard,32
135668,WTA_2015-W-INT-CHN-03A-2015,Tianjin,I,2015-10-12,Hard,32
133077,WTA_2014-W-INT-CHN-03A-2014,Tianjin,I,2014-10-06,Hard,32
141825,WTA_2017-1076,Tianjin,I,2017-10-09,Hard,32
144625,WTA_2018-1076,Tianjin,I,2018-10-08,Hard,32
157901,WTA_2023-1056,Tokyo,P,2023-09-25,Hard,32
105672,WTA_2004-W-T1-JPN-01A-2004,Tokyo,T1,2004-02-03,Carpet,28
100351,WTA_2002-W-T2-JPN-01A-2002,Tokyo,T2,2002-09-16,Hard,28
134434,WTA_2014-W-PR-JPN-01A-2014,Tokyo,P,2014-09-15,Hard,28
108372,WTA_2005-W-T1-JPN-01A-2005,Tokyo,T1,2005-02-01,Carpet,28
97252,WTA_2001-W-T2-JPN-01A-2001,Tokyo,T2,2001-09-17,Hard,28
120404,WTA_2009-W-PR-JPN-01A-2009,Tokyo,P,2009-09-28,Hard,56
102878,WTA_2003-W-T1-JPN-01A-2003,Tokyo,T1,2003-01-27,Carpet,28
96683,WTA_2001-W-T1-JPN-01A-2001,Tokyo,T1,2001-01-29,Carpet,28
141650,WTA_2017-1056,Tokyo,P,2017-09-18,Hard,32
99782,WTA_2002-W-T1-JPN-01A-2002,Tokyo,T1,2002-01-29,Carpet,28
116873,WTA_2008-W-T1-JPN-01A-2008,Tokyo,T1,2008-09-15,Hard,28
126003,WTA_2011-W-PR-JPN-01A-2011,Tokyo,P,2011-09-26,Hard,56
123219,WTA_2010-W-PR-JPN-01A-2010,Tokyo,P,2010-09-27,Hard,56
128881,WTA_2012-W-PR-JPN-01A-2012,Tokyo,P,2012-09-24,Hard,56
138774,WTA_2016-1056,Tokyo,P,2016-09-19,Hard,32
114026,WTA_2007-W-T1-JPN-01A-2007,Tokyo,T1,2007-01-29,Carpet,28
94334,WTA_2000-W-T2-JPN-01A-2000,Tokyo,T2,2000-09-30,Hard,28
93808,WTA_2000-W-T1-JPN-01A-2000,Tokyo,T1,2000-01-31,Carpet,28
160915,WTA_2024-1056,Tokyo,P,2024-10-21,Hard,32
144450,WTA_2018-1056,Tokyo,P,2018-09-17,Hard,32
136730,WTA_2015-W-P700-JPN-01A-2015,Tokyo,P,2015-09-21,Hard,28
135885,WTA_2015-W-INT-JPN-01A-2015,Tokyo,I,2015-09-14,Hard,32
155161,WTA_2022-1056,Tokyo,P,2022-09-19,Hard,32
111217,WTA_2006-W-T1-JPN-01A-2006,Tokyo,T1,2006-01-30,Carpet,28
131594,WTA_2013-W-PR-JPN-01A-2013,Tokyo,P,2013-09-23,Hard,56
140864,WTA_2017-0405,Tokyo ,I,2017-09-11,Hard,32
152158,WTA_2021-650,Tokyo Olympics,O,2021-07-24,Hard,64
160265,WTA_2024-806,Toronto,PM,2024-08-05,Hard,64
131399,WTA_2013-W-PR-CAN-01A-2013,Toronto,P,2013-08-05,Hard,56
154769,WTA_2022-806,Toronto,P,2022-08-08,Hard,64
136381,WTA_2015-W-P5-CAN-01A-2015,Toronto,P,2015-08-10,Hard,56
113861,WTA_2007-W-T1-CAN-01A-2007,Toronto,T1,2007-08-13,Hard,56
125806,WTA_2011-W-PR-CAN-01A-2011,Toronto,P,2011-08-08,Hard,56
96518,WTA_2001-W-T1-CAN-01A-2001,Toronto,T1,2001-08-13,Hard,56
102713,WTA_2003-W-T1-CAN-01A-2003,Toronto,T1,2003-08-11,Hard,56
108207,WTA_2005-W-T1-CAN-01A-2005,Toronto,T1,2005-08-15,Hard,56
120201,WTA_2009-W-PR-CAN-01A-2009,Toronto,P,2009-08-17,Hard,56
141154,WTA_2017-0806,Toronto,P,2017-08-07,Hard,64
146743,WTA_2019-0806,Toronto ,P,2019-08-05,Hard,64
118893,WTA_2009-W-CHA-INA-01A-2009,Tournament of Champions,F,2009-11-02,Hard,4
132783,WTA_2014-W-CHA-BUL-01A-2014,Tournament of Champions,F,2014-10-27,Hard,4
127289,WTA_2012-W-CHA-BUL-01A-2012,Tournament of Champions,F,2012-10-29,Hard,4
124444,WTA_2011-W-CHA-INA-01A-2011,Tournament of Champions,F,2011-10-31,Hard,8
130032,WTA_2013-W-CHA-BUL-01A-2013,Tournament of Champions,F,2013-10-28,Hard,4
121660,WTA_2010-W-CHA-INA-01A-2010,Tournament of Champions,F,2010-11-01,Hard,8
108080,WTA_2005-W-SL-USA-01A-2005,US Open,G,2005-08-29,Hard,128
137753,WTA_2015-W-SL-USA-01A-2015,US Open,G,2015-08-31,Hard,128
126769,WTA_2011-W-SL-USA-01A-2011,US Open,G,2011-08-29,Hard,128
93516,WTA_2000-W-SL-USA-01A-2000,US Open,G,2000-08-22,Hard,128
113734,WTA_2007-W-SL-USA-01A-2007,US Open,G,2007-08-27,Hard,128
123965,WTA_2010-W-SL-USA-01A-2010,US Open,G,2010-08-30,Hard,128
135117,WTA_2014-W-SL-USA-01A-2014,US Open,G,2014-08-25,Hard,128
132332,WTA_2013-W-SL-USA-01A-2013,US Open,G,2013-08-26,Hard,128
110925,WTA_2006-W-SL-USA-01A-2006,US Open,G,2006-08-28,Hard,128
105380,WTA_2004-W-SL-USA-01A-2004,US Open,G,2004-08-30,Hard,128
129618,WTA_2012-W-SL-USA-01A-2012,US Open,G,2012-08-27,Hard,128
121184,WTA_2009-W-SL-USA-01A-2009,US Open,G,2009-08-31,Hard,128
102586,WTA_2003-W-SL-USA-01A-2003,US Open,G,2003-08-25,Hard,128
116581,WTA_2008-W-SL-USA-01A-2008,US Open,G,2008-08-25,Hard,128
142493,WTA_2017-560,US Open,G,2017-08-28,Hard,128
145262,WTA_2018-560,US Open,G,2018-08-27,Hard,128
96391,WTA_2001-W-SL-USA-01A-2001,US Open,G,2001-08-27,Hard,128
139586,WTA_2016-560,US Open,G,2016-08-29,Hard,128
99490,WTA_2002-W-SL-USA-01A-2002,US Open,G,2002-08-26,Hard,128
155661,WTA_2023-9900,United Cup,I,2023-01-02,Hard,18
158471,WTA_2024-9900,United Cup,I,2024-01-01,Hard,18
148045,WTA_2019-560,Us Open,G,2019-08-26,Hard,128
152451,WTA_2021-560,Us Open,G,2021-08-30,Hard,128
154941,WTA_2022-560,Us Open,G,2022-08-29,Hard,128
157599,WTA_2023-560,Us Open,G,2023-08-28,Hard,128
149855,WTA_2020-560,Us Open,G,2020-08-31,Hard,128
160433,WTA_2024-560,Us Open,G,2024-08-26,Hard,128
107252,WTA_2004-W-T5-CAN-01A-2004,Vancouver,T5,2004-08-09,Hard,32
92964,WTA_2000-W-C40-AUS-01A-2000a,Victoria 1 10K,CC,2000-03-04,Grass,32
92995,WTA_2000-W-C40-AUS-01A-2000b,Victoria 2 10K,CC,2000-03-04,Grass,16
93010,WTA_2000-W-C40-AUS-01A-2000c,Victoria 3 10K,CC,2000-03-04,Grass,32
93041,WTA_2000-W-C40-AUS-01A-2000d,Victoria 4 10K,CC,2000-03-04,Grass,32
103752,WTA_2003-W-T3-AUT-01A-2003,Vienna,T3,2003-06-09,Clay,30
100664,WTA_2002-W-T3-AUT-01A-2002,Vienna,T3,2002-06-10,Clay,30
97586,WTA_2001-W-T3-AUT-01A-2001,Vienna,T3,2001-07-09,Clay,30
106543,WTA_2004-W-T3-AUT-01A-2004,Vienna,T3,2004-05-17,Clay,30
117754,WTA_2008-W-T3-CHI-01A-2008,Vina Del Mar,T3,2008-02-11,Clay,32
132459,WTA_2013-W-WT-TUR-01A-2013,WTA Championships,F,2013-10-21,Hard,4
124092,WTA_2010-W-WT-QAT-01A-2010,WTA Championships,F,2010-10-25,Hard,4
126896,WTA_2011-W-WT-TUR-01A-2011,WTA Championships,F,2011-10-24,Hard,4
129745,WTA_2012-W-WT-TUR-01A-2012,WTA Championships,F,2012-10-22,Hard,4
135244,WTA_2014-W-WT-SIN-01A-2014,WTA Finals,F,2014-10-20,Hard,4
137895,WTA_2015-W-WT-SIN-01A-2015,WTA Finals,W,2015-10-25,Hard,8
110233,WTA_2005-W-WT-USA-01A-2005,WTA Tour Championships,F,2005-11-07,Hard,4
115798,WTA_2007-W-WT-ESP-01A-2007,WTA Tour Championships,F,2007-11-05,Hard,4
101652,WTA_2002-W-WT-USA-01A-2002,WTA Tour Championships,F,2002-11-06,Hard,16
95414,WTA_2000-W-WT-USA-01A-2000,WTA Tour Championships,F,2000-11-13,Carpet,16
121311,WTA_2009-W-WT-QAT-01A-2009,WTA Tour Championships,F,2009-10-26,Hard,4
104585,WTA_2003-W-WT-USA-01A-2003,WTA Tour Championships,F,2003-11-05,Hard,4
118589,WTA_2008-W-WT-QAT-01A-2008,WTA Tour Championships,F,2008-11-03,Hard,4
98512,WTA_2001-W-WT-GER-01A-2001,WTA Tour Championships,F,2001-10-30,Hard,16
107390,WTA_2004-W-WT-USA-02A-2004,WTA Tour Championships,F,2004-11-10,Hard,4
113020,WTA_2006-W-WT-ESP-01A-2006,WTA Tour Championships,F,2006-11-06,Hard,4
101373,WTA_2002-W-T4-USA-02A-2002,Waikoloa,T4,2002-09-10,Hard,32
98202,WTA_2001-W-T4-USA-01A-2001,Waikoloa,T4,2001-09-10,Hard,32
157369,WTA_2023-2037,Warsaw,I,2023-07-24,Hard,32
108969,WTA_2005-W-T2-POL-01A-2005,Warsaw,T2,2005-04-25,Clay,28
111814,WTA_2006-W-T2-POL-01A-2006,Warsaw,T2,2006-05-01,Clay,28
114623,WTA_2007-W-T2-POL-01A-2007,Warsaw,T2,2007-04-30,Clay,28
106242,WTA_2004-W-T2-POL-01A-2004,Warsaw,T2,2004-04-26,Clay,28
103420,WTA_2003-W-T2-POL-01A-2003,Warsaw,T2,2003-04-28,Clay,28
120459,WTA_2009-W-PR-POL-01A-2009,Warsaw,P,2009-05-18,Clay,32
123274,WTA_2010-W-PR-POL-01A-2010,Warsaw,P,2010-05-17,Clay,30
95321,WTA_2000-W-T4B-POL-01A-2000,Warsaw,T4,2000-05-08,Clay,32
101038,WTA_2002-W-T3-POL-01A-2002,Warsaw,T3,2002-05-06,Clay,32
154680,WTA_2022-2037,Warsaw,I,2022-07-25,Clay,32
125343,WTA_2011-W-INT-USA-02A-2011,Washington,I,2011-07-25,Hard,32
157431,WTA_2023-1045,Washington,P,2023-07-31,Hard,32
160238,WTA_2024-1045,Washington,P,2024-07-29,Hard,32
136319,WTA_2015-W-INT-USA-01A-2015,Washington,I,2015-08-03,Hard,32
130938,WTA_2013-W-INT-USA-02A-2013,Washington,I,2013-07-29,Hard,32
128134,WTA_2012-W-INT-USA-02A-2012,Washington,I,2012-07-30,Hard,32
140401,WTA_2016-M035,Washington,I,2016-07-18,Hard,64
154738,WTA_2022-1045,Washington,I,2022-08-01,Hard,32
133697,WTA_2014-W-INT-USA-01A-2014,Washington,I,2014-07-28,Hard,32
146133,WTA_2018-M035,Washington,I,2018-07-30,Hard,32
148923,WTA_2019-M035,Washington,I,2019-07-29,Hard,32
143364,WTA_2017-M035,Washington,I,2017-07-31,Hard,32
116454,WTA_2008-W-SL-GBR-01A-2008,Wimbledon,G,2008-06-23,Grass,128
110798,WTA_2006-W-SL-GBR-01A-2006,Wimbledon,G,2006-06-26,Grass,128
132205,WTA_2013-W-SL-GBR-01A-2013,Wimbledon,G,2013-06-24,Grass,128
147918,WTA_2019-540,Wimbledon,G,2019-07-01,Grass,128
145135,WTA_2018-540,Wimbledon,G,2018-07-02,Grass,128
99363,WTA_2002-W-SL-GBR-01A-2002,Wimbledon,G,2002-06-24,Grass,128
129491,WTA_2012-W-SL-GBR-01A-2012,Wimbledon,G,2012-06-25,Grass,128
159924,WTA_2024-540,Wimbledon,G,2024-07-01,Grass,128
137626,WTA_2015-W-SL-GBR-01A-2015,Wimbledon,G,2015-06-29,Grass,128
142366,WTA_2017-540,Wimbledon,G,2017-07-03,Grass,128
113607,WTA_2007-W-SL-GBR-01A-2007,Wimbledon,G,2007-06-25,Grass,128
157118,WTA_2023-540,Wimbledon,G,2023-07-03,Grass,128
126642,WTA_2011-W-SL-GBR-01A-2011,Wimbledon,G,2011-06-20,Grass,128
93389,WTA_2000-W-SL-GBR-01A-2000,Wimbledon,G,2000-06-26,Grass,128
154398,WTA_2022-540,Wimbledon,G,2022-06-27,Grass,128
107953,WTA_2005-W-SL-GBR-01A-2005,Wimbledon,G,2005-06-20,Grass,128
151849,WTA_2021-540,Wimbledon,G,2021-06-28,Grass,128
139459,WTA_2016-540,Wimbledon,G,2016-06-27,Grass,128
121057,WTA_2009-W-SL-GBR-01A-2009,Wimbledon,G,2009-06-22,Grass,128
102459,WTA_2003-W-SL-GBR-01A-2003,Wimbledon,G,2003-06-23,Grass,128
123838,WTA_2010-W-SL-GBR-01A-2010,Wimbledon,G,2010-06-21,Grass,128
134990,WTA_2014-W-SL-GBR-01A-2014,Wimbledon,G,2014-06-23,Grass,128
105253,WTA_2004-W-SL-GBR-01A-2004,Wimbledon,G,2004-06-21,Grass,128
96264,WTA_2001-W-SL-GBR-01A-2001,Wimbledon,G,2001-06-25,Grass,128
136436,WTA_2015-W-P5-CHN-01A-2015,Wuhan,P,2015-09-28,Hard,56
138956,WTA_2016-1075,Wuhan,I,2016-09-26,Hard,64
147297,WTA_2019-1075,Wuhan,P,2019-09-23,Hard,64
141770,WTA_2017-1075,Wuhan,P,2017-09-25,Hard,64
160771,WTA_2024-1075,Wuhan,PM,2024-10-07,Hard,64
134184,WTA_2014-W-PR-CHN-01A-2014,Wuhan,P,2014-09-22,Hard,56
144570,WTA_2018-1075,Wuhan,P,2018-09-24,Hard,64
150584,WTA_2021-2026,Yarra Valley Classic,P,2021-01-31,Hard,64
147735,WTA_2019-2008,Zhengzhou,P,2019-09-09,Hard,32
142208,WTA_2017-1099,Zhengzhou,I,2017-04-17,Hard,32
158049,WTA_2023-2008,Zhengzhou,P,2023-10-09,Hard,32
139135,WTA_2016-1081,Zhuhai,F,2016-10-31,Hard,12
137880,WTA_2015-W-WET-CHN-01A-2015,Zhuhai,P,2015-11-02,Hard,12
147476,WTA_2019-1081,Zhuhai,F,2019-10-22,Hard,12
141949,WTA_2017-1081,Zhuhai,F,2017-10-31,Hard,12
158169,WTA_2023-1081,Zhuhai,F,2023-10-23,Hard,12
144749,WTA_2018-1081,Zhuhai,F,2018-10-29,Hard,12
114080,WTA_2007-W-T1-SUI-01A-2007,Zurich,T1,2007-10-15,Hard,28
93862,WTA_2000-W-T1-SUI-01A-2000,Zurich,T1,2000-10-09,Hard,28
108426,WTA_2005-W-T1-SUI-01A-2005,Zurich,T1,2005-10-17,Hard,28
102932,WTA_2003-W-T1-SUI-01A-2003,Zurich,T1,2003-10-13,Hard,28
99836,WTA_2002-W-T1-SUI-01A-2002,Zurich,T1,2002-10-14,Hard,28
105726,WTA_2004-W-T1-SUI-01A-2004,Zurich,T1,2004-10-18,Hard,28
117443,WTA_2008-W-T2-SUI-01A-2008,Zurich,T2,2008-10-13,Hard,28
96737,WTA_2001-W-T1-SUI-01A-2001,Zurich,T1,2001-10-15,Hard,28
111271,WTA_2006-W-T1-SUI-01A-2006,Zurich,T1,2006-10-16,Hard,28
109602,WTA_2005-W-T3-NED-01A-2005,s Hertogenbosch,T3,2005-06-13,Grass,30
133449,WTA_2014-W-INT-NED-01A-2014,s Hertogenbosch,I,2014-06-16,Grass,32
97931,WTA_2001-W-T3-NED-01A-2001,s Hertogenbosch,T3,2001-06-18,Grass,30
106888,WTA_2004-W-T3-NED-01A-2004,s Hertogenbosch,T3,2004-06-14,Grass,30
156963,WTA_2023-822,s Hertogenbosch,I,2023-06-12,Grass,32
101009,WTA_2002-W-T3-NED-01A-2002,s Hertogenbosch,T3,2002-06-17,Grass,30
104097,WTA_2003-W-T3-NED-01A-2003,s Hertogenbosch,T3,2003-06-16,Grass,30
159746,WTA_2024-822,s Hertogenbosch,I,2024-06-10,Grass,32
154227,WTA_2022-822,s Hertogenbosch,I,2022-06-06,Grass,32
94893,WTA_2000-W-T3-NED-01A-2000,s Hertogenbosch,T3,2000-06-19,Grass,30
145821,WTA_2018-M010,s-Hertogenbosch,I,2018-06-11,Grass,32
