,loser_name,l_ace,l_1stIn,l_df,l_1stWon,l_bpFaced,loser_rank,loser_id,year
240,Jiri Vanek,6.071428571428571,48.07142857142857,3.7857142857142856,30.928571428571427,8.857142857142858,81.0,14,2005
241,Jerome Haehnel,3.1666666666666665,38.833333333333336,3.1666666666666665,22.166666666666668,8.5,83.0,6,2005
242,Michal Tabara,3.0,31.6,10.8,21.0,12.0,83.0,5,2005
243,Yen Hsun Lu,4.333333333333333,47.0,4.666666666666667,33.333333333333336,6.0,84.0,3,2005
244,Bjorn Phau,1.75,37.75,3.75,23.5,12.75,84.0,4,2005
245,Lars Burgsmuller,2.9375,38.3125,3.5,24.4375,7.375,85.0,16,2005
246,Novak Djokovic,6.6,60.6,3.2,40.8,11.2,85.0,5,2005
247,Gustavo Kuerten,4.0,34.0,5.0,22.0,8.333333333333334,86.0,3,2005
248,Bohdan Ulihrach,1.6666666666666667,54.666666666666664,5.0,33.333333333333336,10.666666666666666,86.0,3,2005
249,Daniele Bracciali,6.333333333333333,43.333333333333336,3.0,30.666666666666668,8.666666666666666,87.0,5,2005
250,Lukas Dlouhy,5.0,46.75,7.0,29.0,9.5,87.0,4,2005
251,Gregory Carraz,14.666666666666666,46.666666666666664,7.333333333333333,37.0,3.6666666666666665,90.0,3,2005
252,Jan Michael Gambill,9.0,43.5,3.0,30.5,6.5,90.0,2,2005
253,Janko Tipsarevic,3.8,30.0,3.0,21.6,6.2,92.0,5,2005
254,Alessio Di Mauro,3.3333333333333335,47.333333333333336,2.6666666666666665,27.333333333333332,9.0,93.0,3,2005
255,Kristof Vliegen,1.0,38.0,1.0,24.0,6.0,93.0,1,2005
256,Jimmy Wang,1.0,41.0,2.5,22.5,10.0,93.0,2,2005
257,Jean Rene Lisnard,1.5714285714285714,32.285714285714285,6.428571428571429,22.142857142857142,9.0,93.0,7,2005
258,Jeff Morrison,3.0,43.0,2.0,22.0,10.0,94.0,1,2005
259,Thierry Ascione,4.5,40.5,4.0,27.5,4.5,94.0,2,2005
260,Justin Gimelstob,8.333333333333334,43.666666666666664,6.333333333333333,33.0,7.0,95.0,3,2005
261,Alexander Waske,14.0,51.0,4.0,41.0,7.0,100.0,1,2005
262,Roger Federer,7.2,70.6,1.4,49.2,10.8,1.0,5,2006
263,Rafael Nadal,3.5,52.5,2.0833333333333335,34.5,8.0,2.0,12,2006
264,Andy Roddick,11.125,58.5625,2.3125,42.0,8.3125,3.0,21,2006
265,David Nalbandian,2.611111111111111,55.72222222222222,3.6666666666666665,34.27777777777778,10.5,3.0,19,2006
266,Ivan Ljubicic,10.6,52.85,3.3,38.35,7.4,3.0,20,2006
267,Nikolay Davydenko,2.9642857142857144,53.57142857142857,2.642857142857143,35.142857142857146,8.642857142857142,3.0,29,2006
268,Lleyton Hewitt,6.142857142857143,48.714285714285715,4.0,32.07142857142857,10.785714285714286,4.0,15,2006
269,James Blake,4.818181818181818,53.27272727272727,2.9545454545454546,35.27272727272727,9.909090909090908,5.0,25,2006
