,winner_name,w_ace,w_1stIn,w_df,w_1stWon,w_bpFaced,winner_rank,winner_id,year
177,Guillermo Garcia Lopez,0.7272727272727273,41.81818181818182,2.1818181818181817,29.818181818181817,4.7272727272727275,73.0,11,2005
178,Wayne Arthurs,14.0,36.666666666666664,4.666666666666667,31.333333333333332,1.6666666666666667,74.0,3,2005
179,Razvan Sabau,3.5,47.166666666666664,3.3333333333333335,32.333333333333336,6.666666666666667,74.0,6,2005
180,Felix Mantilla,2.727272727272727,46.54545454545455,2.727272727272727,33.18181818181818,6.2727272727272725,75.0,11,2005
181,Stefan Koubek,6.0,45.333333333333336,3.6666666666666665,30.666666666666668,6.666666666666667,75.0,3,2005
182,Andreas Seppi,5.5,47.625,3.75,33.625,9.25,76.0,9,2005
183,David Sanchez,3.0,69.0,2.0,49.0,6.0,76.0,1,2005
184,Nicolas Almagro,6.222222222222222,48.666666666666664,2.0,35.111111111111114,5.888888888888889,76.0,9,2005
185,Ivo Minar,6.75,42.75,1.25,34.0,4.25,80.0,4,2005
186,Peter Wessels,6.0,37.5,2.5,31.5,1.0,80.0,2,2005
187,Jiri Vanek,4.5,62.0,2.0,46.0,4.0,81.0,2,2005
188,Tomas Behrend,6.2,55.6,4.2,39.0,8.2,84.0,5,2005
189,Alex Calatrava,6.0,43.0,1.0,31.0,4.5,85.0,2,2005
190,Sjeng Schalken,1.0,58.5,1.5,35.0,9.5,85.0,2,2005
191,Gustavo Kuerten,6.0,28.0,0.0,22.0,5.0,88.0,1,2005
192,Rainer Schuettler,2.0,48.5,3.5,31.5,7.0,89.0,2,2005
193,Janko Tipsarevic,2.0,22.0,1.0,16.0,4.5,91.0,4,2005
194,Jeff Morrison,6.0,41.0,2.0,32.0,2.0,94.0,1,2005
195,Jean Rene Lisnard,3.0,39.0,1.0,25.0,10.0,95.0,1,2005
196,Lars Burgsmuller,7.0,31.0,0.0,21.0,9.0,95.0,1,2005
197,Julien Benneteau,0.0,27.0,2.0,19.0,6.0,96.0,1,2005
198,Michal Tabara,2.0,36.0,7.0,23.0,9.0,96.0,1,2005
199,Novak Djokovic,1.0,36.0,0.0,26.0,4.0,97.0,1,2005
200,Robin Vik,4.5,35.0,1.5,24.5,4.0,98.0,2,2005
201,Alessio Di Mauro,1.0,46.0,1.0,33.0,10.0,99.0,1,2005
202,Nicolas Lapentti,2.6666666666666665,40.666666666666664,1.3333333333333333,33.0,3.6666666666666665,99.0,3,2005
203,Roger Federer,4.3125,44.5,1.0625,33.375,5.125,1.0,16,2006
204,Rafael Nadal,1.875,57.958333333333336,1.25,40.0,5.958333333333333,2.0,26,2006
205,David Nalbandian,2.5,45.4375,2.75,31.875,6.375,3.0,18,2006
206,Andy Roddick,3.6,33.2,2.0,25.2,4.0,4.0,5,2006
207,Ivan Ljubicic,9.923076923076923,55.61538461538461,2.769230769230769,43.69230769230769,6.230769230769231,4.0,15,2006
208,Nikolay Davydenko,2.8518518518518516,42.111111111111114,1.5925925925925926,29.85185185185185,4.7407407407407405,5.0,27,2006
209,James Blake,4.25,52.25,2.25,38.5,5.25,7.0,5,2006
210,Guillermo Coria,0.875,60.25,13.5,40.75,11.25,7.0,8,2006
211,Tommy Robredo,1.4090909090909092,59.5,0.7727272727272727,39.81818181818182,6.2272727272727275,7.0,22,2006
212,Gaston Gaudio,2.8,50.55,2.85,35.6,6.3,8.0,20,2006
213,Fernando Gonzalez,4.214285714285714,46.07142857142857,2.7142857142857144,32.42857142857143,6.928571428571429,8.0,15,2006
214,Marcos Baghdatis,7.666666666666667,48.0,2.6666666666666665,37.666666666666664,6.666666666666667,10.0,7,2006
215,Radek Stepanek,5.583333333333333,41.666666666666664,2.5833333333333335,32.666666666666664,4.583333333333333,11.0,12,2006
216,Nicolas Kiefer,8.0,52.333333333333336,4.5,37.833333333333336,9.333333333333334,11.0,8,2006
